356390000,356390999,1,1,1,1,1,C
356391000,356391999,1,1,1,1,1,C
356392000,356392999,1,1,1,1,1,C
356827000,356827999,1,1,1,1,1,C
356828000,356828999,1,1,1,1,1,C
356829000,356829999,1,1,1,1,1,C
356830000,356830999,1,1,1,1,1,C
356833000,356833999,1,1,1,1,1,C
356835000,356835999,1,1,1,1,1,C
356839000,356839999,1,1,1,1,1,C
356840000,356840999,1,1,1,1,1,C
356850000,356850999,1,1,1,1,1,C
356851000,356851999,1,1,1,1,1,C
356856000,356856999,1,1,1,1,1,C
356857000,356857999,1,1,1,1,1,C
356858000,356858999,1,1,1,1,1,C
356859000,356859999,1,1,1,1,1,C
356868000,356868999,1,1,1,1,1,C
356869000,356869999,1,1,1,1,1,C
356879000,356879999,1,1,1,1,1,C
356880000,356880999,1,1,1,1,1,C
356881000,356881999,1,1,1,1,1,C
356882000,356882999,1,1,1,1,1,C
356889000,356889999,1,1,1,1,1,C
356890000,356890999,1,1,1,1,1,C
356895000,356895999,1,1,1,1,1,C
360883000,360883999,1,1,1,1,1,C
360884000,360884999,1,1,1,1,1,C
370246000,370246999,1,1,1,1,1,C
370247000,370247999,1,1,1,1,1,C
370248000,370248999,1,1,1,1,1,C
370249000,370249999,1,1,1,1,1,C
370267000,370267999,1,1,1,1,1,C
370285000,370285999,1,1,1,1,1,C
370286000,370286999,1,1,1,1,1,C
370287000,370287999,1,1,1,1,1,C
370289000,370289999,1,1,1,1,1,C
374738000,374738999,1,1,1,1,1,C
374739000,374739999,1,1,1,1,1,C
376966000,376966999,1,1,1,1,1,C
376968000,376968999,1,1,1,1,1,C
377152000,377152999,1,1,1,1,1,C
377153000,377153999,1,1,1,1,1,C
377155000,377155999,1,1,1,1,1,C
377158000,377158999,1,1,1,1,1,C
377187000,377187999,1,1,1,1,1,C
377677000,377677999,1,1,1,1,1,C
400360000,400360999,1,1,1,1,1,C
402673000,402673999,1,1,1,1,1,C
402674000,402674999,1,1,1,1,1,C
402791000,402791999,1,1,1,1,1,C
403361000,403361999,1,1,1,1,1,C
403391000,403391999,1,1,1,1,1,C
403392000,403392999,1,1,1,1,1,C
403393000,403393999,1,1,1,1,1,C
404117000,404117999,1,1,1,1,1,C
404119000,404119999,1,1,1,1,1,C
404120000,404120999,1,1,1,1,1,C
404157000,404157999,1,1,1,1,1,C
404158000,404158999,1,1,1,1,1,C
404159000,404159999,1,1,1,1,1,C
404171000,404171999,1,1,1,1,1,C
404172000,404172999,1,1,1,1,1,C
404173000,404173999,1,1,1,1,1,C
404738000,404738999,1,1,1,1,1,C
404739000,404739999,1,1,1,1,1,C
405512000,405512999,1,1,1,1,1,D
406252000,406252999,1,1,1,1,1,C
406254000,406254999,1,1,1,1,1,C
406365000,406365999,1,1,1,1,1,C
406366000,406366999,1,1,1,1,1,C
407405000,407405999,1,1,1,1,1,C
409665000,409665999,1,1,1,1,1,C
409666000,409666999,1,1,1,1,1,C
409667000,409667999,1,1,1,1,1,C
409668000,409668999,1,1,1,1,1,C
409669000,409669999,1,1,1,1,1,C
409670000,409670999,1,1,1,1,1,C
409672000,409672999,1,1,1,1,1,C
410062000,410062999,1,1,1,1,1,D
412962000,412962999,1,1,1,1,1,D
415599000,415599999,1,1,1,1,1,D
421317000,421317999,1,1,1,1,1,D
421349000,421349999,1,1,1,1,1,D
421393000,421393999,1,1,1,1,1,D
421437000,421437999,1,1,1,1,1,C
421865000,421865999,1,1,1,1,1,D
421869000,421869999,1,1,1,1,1,C
421870000,421870999,1,1,1,1,1,C
421871000,421871999,1,1,1,1,1,C
422160000,422160999,1,1,1,1,1,D
422161000,422161999,1,1,1,1,1,D
425862000,425862999,1,1,1,1,1,C
427010000,427010999,1,1,1,1,1,C
427018000,427018999,1,1,1,1,1,C
427019000,427019999,1,1,1,1,1,C
427020000,427020999,1,1,1,1,1,C
427029000,427029999,1,1,1,1,1,C
427030000,427030999,1,1,1,1,1,C
